"MotifID","Position","Frm","FrmP","FrmN","Total_Coverage","CoverageP","CoverageN"
71,45201,93.8781632653061,93.67,94.12,147,79,68
72,45446,92.80224,96.97,88.14,125,66,59
73,46200,95.6486231884058,95.52,95.77,138,67,71
74,47217,86.1647169811321,88.89,82.61,159,90,69
75,47514,93.4635947712418,96.25,90.41,153,80,73
76,48490,57.244347826087,44.44,68,138,63,75
77,48749,88.5709523809524,91.55,82.35,105,71,34
78,49412,77.8753097345133,86.27,70.97,113,51,62
79,49555,79.8620833333333,80.6,79.22,144,67,77
80,49609,76.3168421052631,87.1,63.46,114,62,52
81,49691,89.4397887323944,91.36,86.89,142,81,61
82,50405,87.5003333333333,85.48,89.66,120,62,58
83,50754,85.715,83.67,87.76,98,49,49
84,51163,66.9728440366973,61.7,70.97,109,47,62
85,52079,87.8772727272727,90.54,84.48,132,74,58
86,52858,87.4046666666667,93.65,81.94,135,63,72
87,53173,81.2068456375839,82.43,80,149,74,75
88,53184,81.5781578947368,80.77,82.43,152,78,74
89,53301,77.87,80.33,75.41,122,61,61
90,54795,90.5654716981132,88.89,93.33,159,99,60
91,54840,91.251875,92.86,88.71,160,98,62
92,55391,79.6325925925926,82.56,76.32,162,86,76
93,55684,92.440523255814,90.99,95.08,172,111,61
94,56408,94.0920689655173,95.54,92.31,203,112,91
95,56578,91.4254857142857,93.1,89.77,175,87,88
96,56663,89.9983529411765,89.02,90.91,170,82,88
97,57478,88.2370588235294,90.91,85.23,187,99,88
98,57672,92.1786033519553,87.5,97.59,179,96,83
99,57750,96.5537356321839,94.85,98.7,174,97,77
100,58057,81.8808724832215,88.3,70.91,149,94,55
101,58095,87.6481176470588,91.09,82.61,170,101,69
102,59322,89.4706015037594,89.39,89.55,133,66,67
103,59335,91.8475555555556,91.3,92.42,135,69,66
104,59477,84.969477124183,70.49,94.57,153,61,92
105,59708,90.7554335260116,91.03,90.53,173,78,95
106,60044,94.1179411764706,90.32,97.3,136,62,74
107,60274,92.18609375,91.49,92.59,128,47,81
108,61379,86.6282352941176,87.23,86.02,187,94,93
109,62702,93.1969387755102,91.67,94.25,147,60,87
110,62906,84.4314371257485,88.3,79.45,167,94,73
111,64998,82.6595375722543,83.16,82.05,173,95,78
112,65583,77.9070930232558,75.61,80,172,82,90
113,66076,68.2756551724138,52.08,76.29,145,48,97
114,66388,80.6432903225806,89.13,68.25,155,92,63
115,66505,84.6532275132275,84.04,85.26,189,94,95
116,66900,74.8369032258065,75,74.68,155,76,79
117,67464,78.285303030303,74.23,82.18,198,97,101
118,68426,80.1276923076923,84.21,73.77,156,95,61
119,68864,89.4032450331126,80.39,94,151,51,100
120,72045,81.6106896551724,79.79,83.75,174,94,80
121,72206,88.3950276243094,81.11,95.6,181,90,91
122,72288,86.1425301204819,80.26,91.11,166,76,90
123,72414,89.7761363636364,90.22,89.29,176,92,84
124,72637,78.88,72,84.88,161,75,86
125,72711,82.4238181818182,80.25,84.52,165,81,84
126,72720,67.419696969697,65.71,69.35,132,70,62
127,72965,87.4181761006289,86.76,87.91,159,68,91
128,73017,80.8894267515924,72,89.02,157,75,82
129,73106,84.2487671232877,85.23,82.76,146,88,58
130,73155,88.0833112582781,89.66,85.94,151,87,64
131,73176,86.2051724137931,89.74,82.09,145,78,67
132,73202,82.8601428571429,77.78,86.05,140,54,86
133,73657,89.089696969697,85.71,91.58,165,70,95
134,74627,96.6471812080537,98.72,94.37,149,78,71
135,75771,83.0870588235294,74.14,89.74,136,58,78
136,75788,85.0357142857143,85.14,84.93,147,74,73
137,76212,89.2857142857143,85,95,140,80,60
138,76390,91.3593209876543,93.67,89.16,162,79,83
139,77460,86.1239884393064,89.41,82.95,173,85,88
140,78246,87.1819658119658,87.5,86.89,117,56,61
141,80836,84.2585185185185,89.83,77.55,108,59,49
142,82644,92.3093269230769,93.88,90.91,104,49,55
143,83778,90.2761805555556,88.73,91.78,144,71,73
144,89702,81.6901408450704,86.84,75.76,142,76,66
145,90319,93.462614379085,91.04,95.35,153,67,86
146,90706,83.6224137931034,80.77,85.94,116,52,64
147,91104,84.0768789808917,77.5,90.91,157,80,77
148,92380,92.86,88.1,97.62,168,84,84
149,92522,84.2101503759399,75.93,89.87,133,54,79
150,92943,86.3315107913669,81.71,92.98,139,82,57
151,93325,86.3354676258993,68.97,98.77,139,58,81
152,93708,87.9675187969925,90.16,86.11,133,61,72
153,95423,64.955641025641,39.53,79.73,117,43,74
154,97219,90.0649006622516,95.24,86.36,151,63,88
155,98092,87.567027027027,92.94,83,185,85,100
156,98316,95.0254696132597,96.67,94.21,181,60,121
157,98895,82.1385714285714,70.83,90.62,168,72,96
158,98991,88.8885185185185,91.03,86.9,162,78,84
159,100153,83.1050675675676,80.28,85.71,148,71,77
160,101196,87.0142857142857,81.82,90.91,154,66,88
161,101442,86.0330167597765,88.73,84.26,179,71,108
162,101621,93.5809625668449,95,92.52,187,80,107
163,101645,92.1433507853403,97.1,89.34,191,69,122
164,101987,90.3945762711864,91.36,89.58,177,81,96
165,102577,91.2585792349727,87.5,93.28,183,64,119
166,103183,85.9867515923567,80.26,91.36,157,76,81
167,104863,86.0469186046512,84.62,87.65,172,91,81
168,106974,95.6770810810811,92.86,98.02,185,84,101
169,109167,75.1500606060606,64.18,82.65,165,67,98
170,109331,86.2282035928144,88.61,84.09,167,79,88
171,109647,91.7139226519337,96.59,87.1,181,88,93
172,110693,92.1564705882353,92.86,91.3,153,84,69
173,110719,84.7477966101695,76,91.18,118,50,68
174,111081,85.3232110091743,94.37,68.42,109,71,38
175,111953,84.8101265822785,80.95,87.37,158,63,95
176,112496,96.1789808917197,96.3,96.05,157,81,76
177,113156,87.6492941176471,84.21,90.43,170,76,94
178,113311,83.9534567901235,89.19,79.55,162,74,88
179,114932,90.1947058823529,97.22,83.95,153,72,81
180,115547,86.1408910891089,87.5,84.91,101,48,53
181,116292,79.7282432432432,64.91,89.01,148,57,91
182,118075,91.6625925925926,91.04,92.68,108,67,41
183,119122,97.9744594594595,98.57,97.44,148,70,78
184,119641,95.3326666666667,94.32,96.77,150,88,62
185,119739,90.8459154929577,94.81,86.15,142,77,65
186,120198,92.2167664670659,86.67,98.7,167,90,77
187,120814,61.782101910828,51.22,73.33,157,82,75
188,124149,88.0268862275449,85.37,90.59,167,82,85
189,124313,86.39704,87.93,85.07,125,58,67
190,125129,88.1113986013986,96.34,77.05,143,82,61
191,125441,92.7266666666667,92.5,92.94,165,80,85
192,125819,90.626,90.7,90.54,160,86,74
193,126195,94.7044370860927,97.47,91.67,151,79,72
194,126526,80.6875172413793,71.43,87.8,145,63,82
195,127820,96.9300613496932,100,94.44,163,73,90
196,129611,89.3081132075472,93.75,84.81,159,80,79
197,129794,80.80304,84.06,76.79,125,69,56
198,135326,86.873375,87.1,86.73,160,62,98
199,135723,68.3738461538461,68.33,68.42,117,60,57
200,135934,81.8181818181818,72,90,110,50,60
201,136463,95.2004,88.89,98.75,125,45,80
202,136585,87.498125,87.27,87.67,128,55,73
203,137278,89.8725316455696,85,94.87,79,40,39
204,137319,87.1783760683761,85,88.31,117,40,77
205,138058,96.1893333333333,93.18,98.36,105,44,61
206,138378,88.785046728972,76.92,95.59,107,39,68
207,138501,93.002,87.5,96.67,100,40,60
208,139131,91.011797752809,86.05,95.65,89,43,46
209,140146,88.7129032258064,79.17,94.74,62,24,38
210,140789,87.998,80,93.33,50,20,30
211,140831,93.3333333333333,96,92,75,25,50
212,141326,77.77625,70.37,82.22,72,27,45
213,142157,91.4658536585366,88.1,95,82,42,40
214,144013,34.1072093023256,27.45,38.46,129,51,78
215,144251,83.0392857142857,78.85,86.67,112,52,60
216,144340,91.1798529411765,89.66,92.31,136,58,78
217,145529,85.9668421052632,74.42,92.96,114,43,71
218,145620,94.4444444444444,89.8,97.4,126,49,77
219,146290,92.4349579831933,88.46,95.52,119,52,67
220,149475,88.9827118644068,87.5,90.74,118,64,54
221,151848,75.8863120567376,78.87,72.86,141,71,70
222,152488,93.6540476190476,94.55,92.96,126,55,71
223,153396,92.1255118110236,92.06,92.19,127,63,64
224,153422,91.3041304347826,91.89,90.91,92,37,55
225,154750,75.8935714285714,77.19,74.55,112,57,55
226,154957,79.44,81.36,77.08,107,59,48
227,156516,94.3201136363636,94.29,94.34,88,35,53
228,157138,21.25125,21.74,20.59,80,46,34
229,158654,83.7859459459459,80,88.24,37,20,17
230,158974,60.525,46.15,68,38,13,25
231,162564,90.1992156862745,86.96,92.86,51,23,28
232,163496,71.1095555555555,65.38,78.95,45,26,19
233,163589,75.9296296296296,71.88,81.82,54,32,22
234,165818,70.835,73.53,64.29,48,34,14
235,166110,80.7026315789474,78.05,87.5,57,41,16
236,166259,85.1840740740741,83.78,88.24,54,37,17
237,166552,91.3805172413793,89.19,95.24,58,37,21
238,166609,94.8293103448276,94.29,95.65,58,35,23
239,166754,86.5415384615385,84.38,90,52,32,20
240,167379,66.6666666666667,65,70,30,20,10
241,168386,86.0767088607595,83.78,88.1,79,37,42
242,169135,89.7453846153846,87.76,93.1,78,49,29
243,169324,89.6568965517241,88.1,91.11,87,42,45
244,170247,78.8245882352941,81.82,75.61,85,44,41
245,173054,71.9986,79.63,63.04,100,54,46
246,174905,78.8118644067796,81.25,77.14,118,48,70
247,174950,76.1380681818182,91.84,56.41,88,49,39
248,175748,67.77,74.55,62.12,121,55,66
249,175814,72.4783486238532,83.64,61.11,109,55,54
250,176793,86.2411009174312,90.2,82.76,109,51,58
251,177967,89.2595867768595,90.67,86.96,121,75,46
252,178971,88.2889189189189,88.89,87.5,111,63,48
253,179369,89.8331355932203,86.57,94.12,118,67,51
254,181208,84.4444444444444,84,85,90,50,40
255,181590,85.1068085106383,75,91.38,94,36,58
256,181973,81.4844444444444,81.4,81.58,81,43,38
257,185730,76.6646666666666,82.35,69.23,30,17,13
258,185790,71.9996,75,69.23,25,12,13
259,185823,54.16625,53.33,55.56,24,15,9
260,186022,73.0730769230769,93.33,45.45,26,15,11
261,186255,63.1594736842105,66.67,60,19,9,10
262,186498,30.7669230769231,33.33,28.57,13,6,7
263,186940,70,100,50,10,4,6
264,186957,58.3333333333333,75,50,12,4,8
265,187050,40.001,33.33,42.86,10,3,7
266,187617,61.5392307692308,66.67,60,13,3,10
267,187636,53.8469230769231,66.67,50,13,3,10
268,188219,62.49625,76.92,45.45,24,13,11
269,189410,85.7122222222222,75,96.77,63,32,31
270,189972,77.4652112676056,86.84,66.67,71,38,33
271,190618,92.86,89.29,95.24,70,28,42
272,191051,85.3682926829268,81.58,88.64,82,38,44
273,191179,85.71,85.71,85.71,77,35,42
274,191243,91.9172727272727,93.33,90.74,99,45,54
275,191895,91.8644186046512,92.11,91.67,86,38,48
276,192500,82.5711926605505,76,88.14,109,50,59
277,192835,93.6829473684211,95.92,91.3,95,49,46
278,193201,88.6361363636364,84.21,92,88,38,50
279,193536,90.7230927835052,89.13,92.16,97,46,51
280,193809,89.2133333333333,88,90.38,102,50,52
281,193842,91.5807368421053,89.29,94.87,95,56,39
282,193888,90.2630088495575,88.46,91.8,113,52,61
283,194191,95.915306122449,95.65,96.15,98,46,52
284,194537,90.0976237623762,82.61,96.36,101,46,55
285,195651,81.551359223301,70.21,91.07,103,47,56
286,195793,82.0216853932584,80.49,83.33,89,41,48
287,196021,81.8183636363636,74.07,89.29,110,54,56
288,196399,81.5775438596491,82.81,80,114,64,50
289,197128,95.1647580645161,92.54,98.25,124,67,57
290,197374,75.832,69.64,81.25,120,56,64
291,197719,87.4982142857143,83.05,92.45,112,59,53
292,197767,78.8214117647059,58.06,90.74,85,31,54
293,197843,72.6191666666667,77.14,69.39,84,35,49
294,198067,86.1433663366337,87.76,84.62,101,49,52
295,198742,79.3834020618557,93.75,65.31,97,48,49
296,198862,89.7476923076923,89.8,89.71,117,49,68
297,199434,73.0761538461538,73.21,72.92,104,56,48
298,200969,92.65,92.65,92.65,136,68,68
299,202036,90.9081818181818,94,86.84,88,50,38
300,202834,87.998,86.15,90,125,65,60
301,203483,84.5530894308943,75.86,92.31,123,58,65
302,203837,93.8948854961832,91.67,96.61,131,72,59
303,204835,85.0723134328358,79.66,89.33,134,59,75
304,205243,80.594328358209,72,85.71,134,50,84
305,206942,90.8488888888889,91.04,90.7,153,67,86
306,207141,91.9978666666667,85.48,96.59,150,62,88
307,207652,85.9870700636943,85.71,86.21,157,70,87
308,209961,77.0792708333333,86.15,58.06,96,65,31
309,210155,90.1647540983607,92.19,87.93,122,64,58
310,211192,84.6758064516129,87.5,82.35,124,56,68
311,211474,90.2778472222222,97.01,84.42,144,67,77
312,211916,91.8176363636364,93.55,89.58,110,62,48
313,211965,88.333,88.71,87.93,120,62,58
314,212362,90.5999145299145,98.28,83.05,117,58,59
315,213068,90.9850819672131,94.92,87.3,122,59,63
316,213884,96.6636666666667,98.46,95.29,150,65,85
317,214908,94.6969696969697,100,91.25,132,52,80
318,214915,96.7516883116883,98.61,95.12,154,72,82
319,215087,97.2605479452055,98.44,96.34,146,64,82
320,215537,97.4357264957265,96.36,98.39,117,55,62
321,216150,94.1531168831169,95.77,92.77,154,71,83
322,216412,97.1830985915493,95.31,98.72,142,64,78
323,216657,97.65484375,96.49,98.59,128,57,71
324,218491,91.3018260869565,98.41,82.69,115,63,52
325,221253,98.9126086956522,100,97.56,92,51,41
326,221429,97.0873786407767,93.75,100,103,48,55
327,221725,84.5247619047619,89.13,78.95,84,46,38
328,221953,96.1517948717949,97.06,95.45,78,34,44
329,222649,93.8791836734694,91.67,96,98,48,50
330,223017,98.0217821782178,97.96,98.08,101,49,52
331,223156,90.3607228915663,95.83,82.86,83,48,35
332,223884,92.22,94.44,88.89,90,54,36
333,223941,79.9992857142857,60,91.11,70,25,45
334,224161,93.1532876712329,96.3,84.21,73,54,19
335,224807,93.1802272727273,83.78,100,88,37,51
336,225593,95.415504587156,92,98.31,109,50,59
337,226335,90.003,92.73,86.67,100,55,45
338,228449,92.0858273381295,90,93.67,139,60,79
339,228458,85.5203448275862,74.65,95.95,145,71,74
340,228556,95.713,96.1,95.24,140,77,63
341,229786,93.9186486486486,88.41,98.73,148,69,79
342,230443,92.0668253968254,91.49,92.41,126,47,79
343,232331,91.54,90,92.86,130,60,70
344,233685,90.4069178082192,91.04,89.87,146,67,79
345,234656,93.147397260274,93.33,93.02,146,60,86
346,236676,94.7389473684211,96.43,92.65,152,84,68
347,237241,92.7034306569343,94.81,90,137,77,60
348,237423,92.4655479452055,91.3,93.51,146,69,77
349,238273,94.6295973154362,89.55,98.78,149,67,82
350,238990,88.00224,93.94,81.36,125,66,59
351,239218,90.7527167630058,92.94,88.64,173,85,88
352,240081,89.3115267175573,93.67,82.69,131,79,52
353,242141,92.7623684210526,94.12,91.04,152,85,67
354,243204,90.4386029411765,85.96,93.67,136,57,79
355,243234,92.9001775147929,95.56,89.87,169,90,79
356,244011,94.1848837209302,95.65,92.5,172,92,80
357,245395,85.3185314685315,90.48,77.97,143,84,59
358,246883,95.4825806451613,98.82,91.43,155,85,70
359,246940,98.127375,98.97,96.83,160,97,63
360,247477,82.4542690058479,84.88,80,171,86,85
361,247600,91.3627777777778,88.24,94.81,162,85,77
362,247798,82.4241818181818,74.07,90.48,165,81,84
363,248321,89.8174074074074,89.71,90,108,68,40
364,248669,93.6129787234043,92.75,94.44,141,69,72
365,249472,95.2666216216216,94.62,96.36,148,93,55
366,250540,91.1548979591837,91.46,90.77,147,82,65
367,250699,96.5741095890411,97.37,95.71,146,76,70
368,251008,97.7539325842697,97.25,98.55,178,109,69
369,251289,91.6663636363636,95.77,86.89,132,71,61
370,254074,96.195652173913,95.28,97.44,184,106,78
371,254095,94.0481547619048,91.59,98.36,168,107,61
372,255298,86.8598540145985,90.36,81.48,137,83,54
373,256007,95.9725503355705,93.59,98.59,149,78,71
374,256289,88.6338636363636,90.36,85.71,132,83,49
375,256490,96.1269677419355,100,90.62,155,91,64
376,256554,94.9377848101266,94.12,95.89,158,85,73
377,257073,97.3309333333333,97.01,97.59,150,67,83
378,257903,95.0604938271605,93.9,96.25,162,82,80
379,258490,92.1064473684211,95.95,88.46,152,74,78
380,258564,91.9658035714286,89.36,93.85,112,47,65
381,258751,94.0809868421053,97.59,89.86,152,83,69
382,258905,95.785,97.59,93.98,166,83,83
383,260384,94.0465476190476,92.63,95.89,168,95,73
384,262107,90.9107142857143,90.14,91.57,154,71,83
385,262123,82.5814838709677,82.93,82.19,155,82,73
386,262772,86.7944025157233,85.94,87.37,159,64,95
387,263595,96.0536842105263,98.78,92.86,152,82,70
388,264307,92.8145751633987,92.11,93.51,153,76,77
389,264844,94.2165317919075,94.87,93.68,173,78,95
390,265036,88.3727906976744,85.56,91.46,172,90,82
391,265175,97.0921511627907,97.85,96.2,172,93,79
392,265408,93.6424855491329,93.55,93.75,173,93,80
393,267965,92.0018,97.85,82.46,150,93,57
394,268501,93.5106493506493,92.41,94.67,154,79,75
395,269061,83.9181818181818,81.16,86.49,143,69,74
396,269963,90.3713333333333,84.72,96.83,135,72,63
397,270094,93.336,91.67,95.24,135,72,63
398,270441,89.6215094339623,90.74,88.46,106,54,52
399,271610,91.6650833333333,93.44,89.83,120,61,59
400,271686,82.4051851851852,83.82,80,108,68,40
401,273147,83.78,83.78,83.78,74,37,37
402,274211,94.8293103448276,95.65,94.29,58,23,35
403,274737,82.35,80.95,83.33,51,21,30
404,275229,88.8897222222222,100,82.61,36,13,23
405,275332,71.4268571428571,94.44,47.06,35,18,17
406,275572,88.0971428571429,88.24,88,42,17,25
407,275634,93.7515625,86.67,100,32,15,17
408,276793,86.6653333333333,91.3,81.82,45,23,22
409,276828,83.3333333333333,87.5,80,36,16,20
410,277081,86.9560869565217,92.59,78.95,46,27,19
411,277092,87.49875,88.89,85.71,48,27,21
412,277361,83.6060655737705,79.41,88.89,61,34,27
413,279422,81.8195454545455,94.34,62.86,88,53,35
414,279747,70.00125,78,56.67,80,50,30
415,280458,88.0928571428571,95.45,80,84,44,40
416,280955,93.3331428571428,92.59,94.12,105,54,51
417,281570,89.332,88.89,89.74,75,36,39
418,282052,90.4259574468085,83.78,94.74,94,37,57
419,283300,90.8248623853211,89.47,92.31,109,57,52
420,284109,88.236568627451,86.89,90.24,102,61,41
421,284153,89.7476923076923,81.36,98.28,117,59,58
422,284647,89.011978021978,85.19,94.59,91,54,37
423,285229,63.2370588235294,79.55,33.33,68,44,24
424,286535,95.5914705882353,94.74,96.67,68,38,30
425,287035,88.0935714285714,80,92.59,42,15,27
426,287333,79.9985454545455,81.48,78.57,55,27,28
427,287382,88.1584210526316,87.5,88.89,76,40,36
428,288039,81.1350943396226,72.73,87.1,53,22,31
429,288751,48.0769230769231,35,56.25,52,20,32
430,289204,46.1548717948718,42.86,48,39,14,25
431,290478,84.6176923076923,80,86.21,39,10,29
432,291499,89.1330434782609,95,84.62,46,20,26
433,291754,86.4886486486486,85,88.24,37,20,17
434,292323,65.9072727272727,70.83,60,44,24,20
435,292834,67.5683783783784,65,70.59,37,20,17
436,293587,79.0688372093023,78.57,80,43,28,15
437,294008,90.1947058823529,92.59,87.5,51,27,24
438,294081,88.6807547169811,92.86,84,53,28,25
439,294119,78.1850909090909,87.1,66.67,55,31,24
440,294326,63.0413043478261,61.9,64,46,21,25
441,294987,91.3010144927536,91.89,90.62,69,37,32
442,296264,76.315,81.58,71.05,76,38,38
443,296674,79.1666666666667,84.21,73.53,72,38,34
444,296763,68.6727710843374,82,48.48,83,50,33
445,298033,84.9580530973451,86.67,83.02,113,60,53
446,299124,79.2454716981132,70.83,86.21,106,48,58
447,301569,85.5899152542373,91.04,78.43,118,67,51
448,303095,89.9966428571428,88.73,91.3,140,71,69
449,303400,88.3748837209302,85.92,91.38,129,71,58
450,303705,95.6970967741936,98.11,92.5,93,53,40
451,306756,85.5769230769231,82.61,87.93,104,46,58
452,307986,91.2399270072993,88.73,93.94,137,71,66
453,308321,89.5262857142857,88.89,90.2,105,54,51
454,308962,91.9361290322581,90.48,93.44,124,63,61
455,310231,92.4544339622641,87.76,96.49,106,49,57
456,310556,96.8,96,98,125,75,50
457,311512,90.68,84.75,96.61,118,59,59
458,311579,93.1597435897436,95.65,89.58,117,69,48
459,312502,94.337358490566,93.22,95.74,106,59,47
460,312862,92.0032,92.16,91.84,100,51,49
461,312945,94.2841904761905,96.77,90.7,105,62,43
462,313199,97.3708771929824,100,94.92,114,55,59
463,314249,94.0155555555556,98.46,88.46,117,65,52
464,314417,73.9145652173913,66.67,80,92,42,50
465,314925,93.0527083333333,95.4,89.47,144,87,57
466,315248,89.0771428571429,91.25,84.62,119,80,39
467,315671,93.7011811023622,97.06,89.83,127,68,59
468,315716,93.6381818181818,96,91.67,110,50,60
469,315783,94.0290298507463,98.36,90.41,134,61,73
470,316614,87.617619047619,88,87.27,105,50,55
471,316809,81.5815789473684,87.1,77.78,76,31,45
472,317203,65.9610638297872,65.31,66.67,94,49,45
473,318218,91.5082075471698,81.63,100,106,49,57
474,318804,92.6142281879195,95.52,90.24,149,67,82
475,319399,93.6509523809524,98.39,89.06,126,62,64
476,319959,90.2248872180451,89.55,90.91,133,67,66
477,320593,93.3320666666667,96.72,91.01,150,61,89
478,320758,93.4624836601307,96.2,90.54,153,79,74
479,321770,84.4467777777778,86.05,82.98,90,43,47
480,323896,97.748045112782,98.31,97.3,133,59,74
481,325984,98.0651612903226,97.78,98.46,155,90,65
482,326391,74.490612244898,82.76,62.5,98,58,40
483,326640,92.535447761194,87.69,97.1,134,65,69
484,326736,95.4176335877863,93.33,96.51,131,45,86
485,327813,89.795,87.8,91.23,98,41,57
486,328772,80,90,67.5,90,50,40
487,329088,89.2832142857143,93.94,86.27,84,33,51
488,329702,91.0726785714286,92.59,89.66,112,54,58
489,332092,85.1843703703704,82.19,88.71,135,73,62
490,332716,89.3460655737705,93.85,84.21,122,65,57
491,333390,96.9006201550388,98.57,94.92,129,70,59
492,334023,90.17875,88.71,92,112,62,50
493,334318,93.9366666666667,97.14,90.32,132,70,62
494,334677,96.3242647058824,96.3,96.36,136,81,55
495,334892,86.6635,87.3,85.96,120,63,57
496,334903,90.9075757575758,93.67,86.79,132,79,53
497,334982,90.475619047619,91.78,87.5,105,73,32
498,335350,94.8110370370371,98.86,87.23,135,88,47
499,336022,92.18640625,94.87,88,128,78,50
500,336600,89.904495412844,93.33,85.71,109,60,49
501,336777,95.1693103448276,97.14,93.33,145,70,75
502,336836,91.3365354330709,87.93,94.2,127,58,69
503,337825,98.2920512820513,98.51,98,117,67,50
504,337987,91.0467164179104,91.03,91.07,134,78,56
505,339218,96.1243410852713,95.59,96.72,129,68,61
506,339244,94.6414285714286,93.62,95.38,112,47,65
507,339675,85.7173333333333,87.76,83.93,105,49,56
508,339939,92.384380952381,92.11,92.54,105,38,67
509,340039,91.0036,94.12,87.76,100,51,49
510,340331,96.0339682539682,100,91.94,126,64,62
511,340766,90.8412213740458,100,82.86,131,61,70
512,341267,95.0442148760331,96.23,94.12,121,53,68
513,341604,91.3077536231884,94.92,88.61,138,59,79
514,343291,91.7797260273973,95.12,87.5,146,82,64
515,344061,93.4408196721311,95.74,92,122,47,75
516,345633,81.25,83.93,78.57,112,56,56
517,346972,88.7282394366197,87.65,90.16,142,81,61
518,347877,84.6131538461538,96.72,73.91,130,61,69
519,348000,77.5693457943925,83.33,71.7,107,54,53
520,348860,90.6472661870504,91.25,89.83,139,80,59
521,349162,94.374375,94.44,94.29,160,90,70
522,349239,87.7189473684211,88.33,87.04,114,60,54
523,349572,91.8,90.16,93.44,122,61,61
524,349825,88.9694117647059,90.24,87.04,136,82,54
525,350043,89.4291056910569,82.76,95.38,123,58,65
526,350259,96.9881927710843,97.56,96.43,166,82,84
527,350357,93.2386486486486,98.48,89.02,148,66,82
528,351004,91.6683333333333,92.41,91.01,168,79,89
529,351365,90.9845901639344,95.16,86.67,122,62,60
530,351383,96.2680597014925,100,93.42,134,58,76
531,351525,89.9176470588235,95.24,83.93,119,63,56
532,351542,90.9125174825175,95.95,85.51,143,74,69
